,path,embedding
10,../../datasets/fr/Family_64/sylvester_stallone_father/sylvester_stallone15.jpg,"[-0.06544287838198046, -0.026005684877935118, 0.04835870361649677, 0.11737234476742363, 0.1258525018774888, -0.06931493802441953, -0.14877768719405904, -0.235056452047943, 0.3078087104304612, 0.044396217553986234, -0.024442501454807843, 0.19740862116529634, -0.18974893946820276, -0.10442556789548385, 0.07359075084896495, -0.19645343245684438, 0.20392514814613705, -0.00418247013078222, -0.08632605791723803, 0.0037732273325087867, -0.16284706776989843, -0.11033749647888524, 0.16706059564872972, 0.10362748120398228, -0.2545761289075463, 0.09479354937771925, -0.17652161836090408, 0.11360077947310816, 0.11756804043621738, 0.00980132329862994, -0.03118868499592343, 0.22395331858239456, 0.32525296247160645, -0.10373750823416494, 0.21774943950794787, -0.1636267079783766, -0.06929482536313182, -0.2339109906676104, 0.07944762999984116, 0.17980491749541042, -0.013112462485133137, -0.06333768627166453, 0.05045865467575032, -0.021747350504114697, -0.14904469206329643, 0.017263494918617714, 0.10708040263471404, -0.20465313060762585, 0.019422684136010535, 0.0005220195178861714]"
11,../../datasets/fr/Family_64/sylvester_stallone_father/sylvester_stallone11.jpg,"[-0.22137322624118516, 0.027651390448938613, -0.06886970617237105, 0.1453273579696384, 0.0838564309976207, -0.14389387775036425, -0.08312765824752412, -0.20632548788288044, 0.174180124788699, -0.2511477855285183, 0.015550881455255105, 0.19263984924940353, -0.09233454200198167, -0.06104007640669589, 0.22414099428307716, -0.18133173686136567, 0.24054825746400393, 0.08688217177101094, 0.08526297403338648, 0.1466034843732112, 0.05292044736101854, -0.07311119379179123, 0.13443599447556465, 0.1322466889260871, -0.34520711266601845, -0.0016187354753259464, -0.18059078919221638, -0.006583793055199711, -0.014945141317987728, 0.17071193759641956, 0.12211937093941082, 0.273760351207935, 0.2659456979574253, -0.13323080304554444, -0.03668927572601694, -0.032750498750877696, 0.12975308387216722, -0.08874283731489153, 0.16321034256650901, -0.006639037945401061, 0.1312997999396097, -0.05249903435447419, 0.09223598330221607, -0.12856083919988595, 0.047635829330199636, 0.009965479421088134, 0.14535341260277745, -0.054112473385538123, -0.09388405585868334, -0.002065103653658144]"
12,../../datasets/fr/Family_64/sylvester_stallone_father/sylvester_stallone14_1.jpg,"[-0.08384617632674289, -0.0913073766764927, -0.08337110311103628, 0.03323400351286987, 0.22370411914908556, 0.1940322302759208, -0.06754686629480422, -0.08527233018973956, -0.1404604612830496, 0.07241851444123194, 0.20152108569889415, -0.10969569313070884, -0.12948021495884565, 0.18019899976276557, 0.09196460022070659, 0.09311385252112989, 0.0031171450868984034, 0.326082424695689, -0.15370307875111838, 0.07375663933998239, -0.14623346823643618, 0.036649802521460134, -0.13999858364228507, -0.2587914476180839, -0.1605385462768515, -0.065984082728656, -0.08047351952512423, 0.14125031700255827, -0.006027935821059446, 0.07923796680360735, 0.37125676985303535, -0.14580139708439552, -0.09198983427176029, -0.10042322423958466, -0.08001541129235724, -0.11456001637959316, -0.013012838183839805, -0.13884004734458336, -0.18918276426931577, -0.2565617536556623, 0.045570697261138375, -0.24111507090645562, 0.05545246084891135, -0.16502926808824417, 0.006820563229955251, 0.108542450860001, 0.0021431743071622425, -0.07188443952765199, 0.08879611009388931, 0.00024506880533872245]"
13,../../datasets/fr/Family_64/sylvester_stallone_father/sylvester_stallone1.jpg,"[-0.018481126043213322, 0.03923186486143772, -0.19128556060607904, 0.09447834795125146, -0.04351541269395138, -0.026790859944827203, 0.017335031761196454, -0.2863572663875433, 0.2800154752419277, -0.18507564850053088, -0.06777640121245335, 0.25552333518647086, -0.1732344398108454, -0.23555005003627488, 0.1244779544287284, -0.1261792336722481, 0.26254276000313403, -0.0011414647117985422, -0.06580133652128084, 0.04962005475351492, -0.1644730704598189, -0.09803375830766864, 0.19388858435593478, 0.15959462594475532, -0.29089164767206777, 0.11658156496296161, -0.13513220589030092, 0.15653799698763232, 0.12905226963477484, 0.09640085852823077, 0.07840001031927074, 0.11105425602490014, 0.20588851299861816, -0.09570902503122146, 0.04990130243393651, -0.1704651132377205, 0.022836146461412063, -0.19022259601166192, 0.07972434136955639, 0.12475314751055254, 0.10248997464963115, -0.047738343488614825, 0.07784820301474485, -0.0027112534671741607, 0.07883941183500762, 0.008493374167000517, 0.011790621810911426, -0.11965298619115651, -0.08107108079843534, 0.0009355958652735044]"
14,../../datasets/fr/Family_64/sylvester_stallone_father/sylvester_stallone13.jpg,"[-0.15957488411208295, -0.006205965218810122, -0.06822537052760042, 0.09732646495117944, 0.0043259581249784455, -0.07266618728347798, -0.03057529692414835, -0.17640314618887923, 0.3425117085385021, -0.20907239630991983, -0.13532099501727934, 0.18198236583579544, -0.26799621649147226, -0.15788750350346417, 0.13487396464702106, -0.0602501454306322, 0.23816615797539498, 0.015358614265562204, -0.15822139701578802, 0.09905233816317623, -0.10166682912478316, -0.17371732892817787, 0.19614312897183847, 0.05558069124271876, -0.2989119653770561, 0.10271208077365376, -0.08883585860979286, 0.12488900005521957, 0.04509210192682475, 0.18968802398826043, 0.06960877521048624, 0.08124293236904818, 0.2765401309754881, -0.1415607355087251, 0.06243573115408483, -0.06781012325623086, -0.05112764556626528, -0.25756175376698187, 0.10661054571648888, 0.14745133562219542, 0.06412056005579723, 0.017932862686611303, 0.043919994509491564, -0.021826211050839223, 0.0070106552779459165, -0.010191053989213564, 0.10306796539091838, -0.12972701152662067, 0.025460256744353375, 0.005303822581849975]"
15,../../datasets/fr/Family_64/jennifer_flavin_mother/jennifer_flavin1.jpg,"[0.03942270268506091, -0.11832540640614302, -0.0869648636730503, -0.10118728863857887, -0.38523774236494196, 0.419794139127805, -0.09581714881045708, -0.13765575089467186, -0.19981889904747208, 0.20361583479382867, 0.01860439778127923, -0.1318960022066454, -0.23499786285167773, -0.06176126354418139, -0.04849964778068529, -0.2552091210003261, -0.04953059612764686, -0.03844967698642728, 0.2433669975727102, 0.1952870652942601, -0.0685717883855118, 0.10202190435640567, 0.012168077872037998, 0.04550578381705601, -0.05507518912529559, -0.12005143272529004, 0.055302141454302, 0.054173468109381936, 0.059804209705881975, -0.12069057366723764, -0.07417722944172739, 0.14986160478956187, 0.11790109112819198, -0.06144917205971305, 0.13072393059563328, 0.10075095215640371, 0.04263219857205265, 0.019016369680023792, -0.14209854322436244, -0.07812515010226283, -0.0922483097533108, 0.1967651702235862, 0.028698440259598546, 0.025531031587731186, 0.05754438306847879, -0.05499130767418449, -0.1269319337157493, 0.02875360970163234, 0.018969796211408856, 6.059236099172357e-05]"
16,../../datasets/fr/Family_64/jennifer_flavin_mother/jennifer_flavin3.jpg,"[0.026464793904061108, 0.13761510115731065, -0.07907188547270473, 0.020262375989939133, -0.33595583694180364, 0.2004000634552182, 0.09165516215007392, -0.14074670014951096, -0.0611366662602986, -0.03563913679674053, -0.03862319636076912, -0.03846608632445614, -0.10457055558537257, -0.03724024509849703, -0.4051510538705103, -0.12236199526680103, -0.12297786406076401, -0.0675917090132662, 0.1950093478446615, 0.13013699276177948, -0.1943677341074339, 0.17947253876560684, 0.0332053299337045, 0.08214235345720326, 0.11230792492257813, -0.02130901073090658, -0.13448442812250866, 0.08573992211922955, -0.20115428924783343, 0.03097449984780361, -0.052023884129076936, 0.025759543618480686, 0.3260021331727003, -0.14941707737205928, 0.05557883040191602, 0.23797374692483128, -0.05979938839850946, -0.06480212910402139, -0.0077079297121232515, 0.17228603470086312, 0.03639401346961201, -0.06582802977049211, 0.131258390415872, 0.07541961061564327, -0.13257348510639388, -0.0366700304129435, -0.010537081102641323, 0.028928655970345257, -0.01159195025754521, -0.003742137178177587]"
17,../../datasets/fr/Family_64/jennifer_flavin_mother/jennifer_flavin5.jpg,"[0.22236504525979456, -0.15035762887668422, -0.1573662348402979, -0.038978197838550444, -0.48124187808089114, 0.2663885049602269, -0.006208706001907106, 0.002049541693122715, -0.25133555090588544, 0.17261999593725857, -0.10585123398070473, -0.14498667628758685, 0.07273628057224964, 0.056510587746223535, -0.1580883833329054, 0.1217180921501741, 0.1306492889583097, 0.0120974621944286, 0.22501129273838147, 0.1254861001111088, 0.06822198993184206, 0.0065610561369270235, -0.00653389219645375, 0.0005515653665128601, -0.13690863913679763, 0.1181203778636164, -0.12636460710784575, 0.021088245557821527, -0.15636906431303296, 0.1109372882185505, -0.12145941704879956, 0.1791535045806277, -0.0035673351370723635, -0.12527390220347231, 0.15244619572793372, 0.1336574482897856, -0.09796787095796, -0.025650858574313293, 0.07930932354324456, 0.19712219197676634, -0.0014767936257827183, 0.10162298964166547, 0.019467370669005, 0.07424007434803785, -0.11506601442020821, 0.12120444026813713, -0.07288627054330504, 0.10276284847453121, 0.015450653845112653, -0.0026171194965043565]"
18,../../datasets/fr/Family_64/jennifer_flavin_mother/jennifer_flavin2.jpg,"[-0.055586535030680416, -0.17946964135278248, -0.3075525163325693, -0.129754976528236, -0.419467092004999, 0.21464655669648888, 0.24200182590367306, -0.06983330099275269, -0.14526698615333378, -0.0854892694046193, -0.13386317114492857, 0.027815079142156054, -0.14411842932309143, 0.0028370814485626735, -0.08417425197637687, -0.1602004573030801, 0.17366255728270094, -0.15273538154175959, 0.3161287994595372, 0.12482675732264499, 0.06492056494575421, 0.178994067730333, -0.049844100669389935, 0.059935145247558434, -0.1896763301964646, 0.07636440267199492, -0.17758368962631732, -0.035121019338402636, -0.15186888555345018, -0.00805716868740724, -0.04503277564015405, 0.10558832006912702, -0.08566457518501013, -0.08291562947463663, 0.14971257572532243, 0.006430033555515943, 0.0005494552572187019, -0.025994752565357288, 0.05933811487551081, 0.13070284599487686, -0.15824936546420557, 0.006542510478756626, 0.07329562495347458, -0.01128693818624133, -0.09582238156457228, 0.04739663404143268, -0.048894187475548134, 0.15739662233492305, 0.06347838805728741, 0.003151837519826495]"
19,../../datasets/fr/Family_64/jennifer_flavin_mother/jennifer_flavin9_0.jpg,"[-0.06427472921001433, -0.2463843031304795, -0.16164674666966544, 0.12829911385629159, -0.46756472992169434, 0.19248428697554823, 0.060834533686098376, -0.07787150871803157, -0.24877485593758283, 0.07402279952607069, -0.16683960640046336, -0.12118280676852128, -0.25083723042430195, -0.03611715474718048, -0.32445833877204505, -0.0699647742347579, 0.15584030628223652, 0.09136417200290624, 0.2685531931667072, 0.041976961860505715, 0.016557626207792973, 0.18128912242806236, -0.04321771227845741, 0.09964886232797197, -0.17458326957909434, 0.08381948741718234, -0.02242851586004362, 0.10255626136646424, -0.1711845013441107, 0.01676475622064774, -0.10055352516159201, 0.06166042498591412, 0.05565760019155372, -0.15144844027083565, 0.03908007539143941, -0.022950154032988702, -0.033541024875682154, -0.028662437720834735, 0.01142802500883432, 0.07821533404528329, -0.05982301061569162, 0.12915550429796513, 0.08437189730391548, 0.06410573238217944, -0.04601255503183209, 0.12180191447140176, -0.1370391756377113, 0.057044606045242634, 0.023558363815582257, 0.00022429488006120364]"
20,../../datasets/fr/Family_64/jennifer_flavin_mother/jennifer_flavin13.jpg,"[0.07723986127683695, -0.14629550061714144, -0.0895127924598794, -0.044637223110504456, -0.2360760553325852, 0.21339843615796655, -0.01576385008986257, -0.04360733802073897, -0.25037899186128, -0.07980548777090067, -0.21101339585321882, -0.11041883646790845, -0.2663621404345719, 0.007779057661928167, -0.4505139214156494, -0.1601189076623687, 0.20928827370437386, -0.09918457170289303, 0.18876343655807054, 0.07202748035960078, 0.047365040369653, 0.19977976065628839, 0.08855622125858074, 0.06191454888372664, -0.1336396846970143, 0.16818951098111326, -0.16803950232139453, 0.09578095408931855, -0.05802579574878352, -0.04649326890698397, -0.16205296988944556, 0.05790069998402267, 0.0924544053938985, -0.1564339652820608, -0.1018121175347977, 0.12279543949187101, 0.08019894509058642, 0.0890471120093534, 0.16219252925539232, 0.04977586379121585, -0.1065441967894673, 0.06391432142722685, -0.011769260251761454, 0.09581241242470832, 0.057793624394223836, -0.07323676996260586, -0.08495860062272088, 0.03125262887585725, 0.006426181952097358, -0.0024563729164869827]"
21,../../datasets/fr/Family_64/jennifer_flavin_mother/jennifer_flavin15.jpg,"[0.04811946162168366, -0.04153290840858592, -0.28942328763505915, 0.07648362891302914, -0.4637879112334067, 0.276252608854861, 0.1697521157725504, -0.13884839019922293, -0.12905766217513492, 0.2211840884829806, -0.12452589716063993, -0.054035357137286466, -0.12099695267830719, -0.09233875698069029, -0.22587360675883833, -0.17259768808105258, 0.06812248446530741, -0.05993558756642919, 0.18458336817675794, 0.10752084281508627, 0.14771446832188648, 0.12729660953309765, 0.06100542072581298, 0.0015508905835839716, -0.038082455372261396, 0.1520788702119512, -0.07634772090510891, 0.04406603313405546, -0.013442607181687102, -0.13209361435479253, -0.15710434676615376, 0.08147407175705637, 0.06506941368381074, -0.1363566703673573, 0.09246035616231092, 0.09148594914390301, 0.06381740578731548, -0.017126147572246394, 0.08796743232704043, 0.09893714561649569, -0.15489014197374412, 0.12717255953284076, 0.14402769792626802, 0.0276445086431247, 0.058159639683844064, 0.12067058155246937, -0.02085756822275436, 0.08256871511385425, 0.04344149658797439, -0.003072328732591307]"
22,../../datasets/fr/Family_29/Brian_Williams_father/Brian_Williams9.jpg,"[0.07269319572455077, -0.20276154077307237, -0.024624310571362825, -0.13546957293484202, 0.06521702205207659, 0.19859658645727693, -0.2242693215376854, -0.1996744953636024, -0.4343296258359299, -0.048219836770087635, 0.1098425959584364, -0.1568181969797141, -0.19556314847883982, -0.1957284867063428, -0.0641075145113015, -0.07621162616900919, -0.12423476246929949, 0.08337812308174468, -0.13586518132880343, -0.22381210929367307, -0.07386920856460133, -0.03159611029508297, -0.20153689929433077, -0.04495126825967212, 0.14897214835177328, 0.08778930635150305, 0.15669631478731416, -0.11804221921422746, 0.20969782813862728, -0.13302404623980413, 0.09263780313286503, 0.1622229790532547, -0.036305967646402725, 0.08679304669566357, -0.2581027564700138, 0.005683951041982869, 0.1653965274427732, -0.015199490504321898, 0.1484136611707205, 0.1937872689747697, 0.017252991598778994, -0.016581218087913126, -0.10756848717104539, 0.03997373202932772, -0.0030785208923617643, -0.01635770126252667, 0.06604817898446178, -0.050006766333908804, -0.1725401295220217, 0.001498794290126873]"
23,../../datasets/fr/Family_29/Brian_Williams_father/Brian_Williams14.jpg,"[0.021467738474168822, -0.17529975843886308, -0.08818089932929275, -0.2651757809960839, 0.10145508658167397, 0.28128696302456685, -0.06625437282268422, -0.12917952729694887, -0.44899729358705315, -0.10804882903939855, 0.23496760851407114, -0.22790247766884358, -0.0916188501659428, -0.016214528943827244, -0.08654275199152649, -0.051542064613672736, -0.03861833951023406, 0.12429989154640604, -0.10302425778768694, -0.11568243557716253, -0.04274439196031312, 0.2474921607765088, -0.12962798720181862, -0.19515319886885424, -0.09238317379258706, 0.1119277140671043, 0.08984388542409467, -0.056631160360528836, 0.25470646276825587, 0.052556080459616177, 0.0642079058681836, 0.020434916939916805, 0.027881658586388997, -0.011848232637418351, -0.18779827630947807, -0.11154461101897595, 0.16904100018146875, 0.07653237149622912, 0.13730912568216735, 0.04724343236836966, 0.08165972917539575, -0.07900187158133945, -0.1487118351105017, -0.00255579822609043, 0.0035198466330646997, -0.1174174315837872, 0.041899292463175836, -0.05451273350370987, -0.13062733069097945, -0.0008387666414405283]"
24,../../datasets/fr/Family_29/Brian_Williams_father/Brian_Williams1.jpg,"[0.05285215199718037, -0.1692662438655376, -0.04100917404778129, -0.10221702816667354, 0.040828144870766594, 0.22735954582636717, -0.19120097865733204, -0.2228354030987982, -0.48347533698329664, -0.07118566701600226, 0.03839479751760532, -0.08282837656046008, -0.01663293293528445, -0.008552997110329332, -0.05248488203880218, 0.04816716380524744, -0.07322159463603889, 0.10227197456639806, -0.11578432445894205, -0.30406874260596156, -0.10867057519778407, 0.16510224154394543, -0.22177420174942178, -0.12249313391509765, 0.05200829376367346, 0.15751056741241984, 0.20541745229546618, -0.057645214678936886, 0.11276337482630462, -0.14703784884138305, 0.10274972964826687, 0.18503096768345004, -0.09285958433657979, 0.01317770253061797, -0.23379181930785348, 0.016327985938104885, 0.13452693780178265, 0.05373437075360553, 0.13018277825913405, 0.15283369111663278, 0.09563355591798171, 0.09777564495328417, 0.0047786107362304256, 0.04282009490965187, 0.09051683040800348, 0.030952759452492963, -0.037787287056594246, -0.03231014344152303, -0.2172965260237923, -0.0023934098525103913]"
